179.9339351	0
177.9339351	0.002303589
175.9339351	0.010316892
173.9339351	0.026024722
171.9339351	0.050754264
167.9339351	0.123711714
165.9339351	0.166868087
163.9339351	0.214750237
161.9339351	0.266138914
159.9339351	0.321463333
157.9339351	0.379191743
155.9339351	0.44142693
153.9339351	0.508403582
151.9339351	0.579095721
149.9339351	0.651724983
147.9339351	0.723672142
145.9339351	0.792671887
143.9339351	0.859599594
141.9339351	0.924615905
137.9339351	1.043709773
135.9339351	1.098436802
133.9339351	1.150218927
131.9339351	1.196254944
129.9339351	1.23446089
127.9339351	1.264937168
125.9339351	1.288963271
123.9339351	1.307685659
121.9339351	1.319478455
119.9339351	1.322021125
117.9339351	1.314437039
115.9339351	1.298852201
113.9339351	1.277333628
111.9339351	1.249795352
109.9339351	1.215115384
107.9339351	1.172249548
105.9339351	1.122794858
103.9339351	1.068685298
101.9339351	1.01155616
99.93393509	0.95097509
97.93393509	0.886196605
95.93393509	0.818540359
93.93393509	0.749776558
91.93393509	0.679855002
89.93393509	0.607791126
87.93393509	0.534417009
85.93393509	0.463318243
83.93393509	0.396755748
81.93393509	0.335998347
79.93393509	0.279720113
77.93393509	0.227237059
75.93393509	0.178444391
73.93393509	0.133455062
71.93393509	0.092946781
69.93393509	0.058069775
67.93393509	0.030473141
65.93393509	0.012604166
63.93393509	0.003347138
61.93393509	5.45934E-05
59.93393509	0.001250627
57.93393509	0.007488704
55.93393509	0.021676705
53.93393509	0.044366212
51.93393509	0.075328183
49.93393509	0.112355038
47.93393509	0.154560106
45.93393509	0.201198531
43.93393509	0.250921796
41.93393509	0.303618203
39.93393509	0.359194882
37.93393509	0.418360917
35.93393509	0.482299166
33.93393509	0.55063877
31.93393509	0.621022802
29.93393509	0.691170262
25.93393509	0.824373692
23.93393509	0.888272408
21.93393509	0.950289849
19.93393509	1.007921622
17.93393509	1.060761102
15.93393509	1.110886601
13.93393509	1.158335142
11.93393509	1.201536068
9.933935087	1.237852581
7.933935087	1.266209758
5.933935087	1.288864124
3.933935087	1.305672607
1.933935087	1.317920347
-0.066064913	1.322419594
-2.066064913	1.31742587
-6.066064913	1.28704058
-8.066064913	1.264555642
-10.06606491	1.235512597
-12.06606491	1.198919351
-16.06606491	1.107700105
-18.06606491	1.057371293
-20.06606491	1.00416974
-22.06606491	0.946106867
-24.06606491	0.884122684
-26.06606491	0.819826755
-28.06606491	0.754348596
-30.06606491	0.686662858
-32.06606491	0.616425036
-34.06606491	0.546056064
-36.06606491	0.477877103
-38.06606491	0.414405721
-40.06606491	0.355356403
-42.06606491	0.300010648
-46.06606491	0.198087964
-48.06606491	0.151640302
-50.06606491	0.109677453
-52.06606491	0.073229162
-54.06606491	0.042685113
-56.06606491	0.020282378
-58.06606491	0.006843624
-60.06606491	0.000892947
-62.06606491	6.4006E-05
-64.06606491	0.003507781
-66.06606491	0.013313252
-68.06606491	0.032094626
-70.06606491	0.060118596
-72.06606491	0.095433603
-74.06606491	0.136233676
-76.06606491	0.181543036
-78.06606491	0.230466225
-80.06606491	0.283164515
-82.06606491	0.339794782
-84.06606491	0.401027208
-86.06606491	0.467747209
-88.06606491	0.539158475
-90.06606491	0.612565849
-92.06606491	0.684570739
-94.06606491	0.754223094
-96.06606491	0.823014506
-98.06606491	0.890631846
-100.0660649	0.955065827
-102.0660649	1.015428524
-104.0660649	1.072367527
-106.0660649	1.126108111
-108.0660649	1.17518755
-110.0660649	1.217334887
-112.0660649	1.25174126
-114.0660649	1.278952604
-116.0660649	1.30005953
-118.0660649	1.315322456
-120.0660649	1.322149765
-122.0660649	1.31889487
-124.0660649	1.306643365
-126.0660649	1.287604712
-128.0660649	1.263298112
-130.0660649	1.232352456
-132.0660649	1.193593674
-134.0660649	1.146943953
-136.0660649	1.095060171
-138.0660649	1.040075862
-140.0660649	0.982147277
-142.0660649	0.920458651
-144.0660649	0.855228986
-146.0660649	0.788082279
-148.0660649	0.718894281
-150.0660649	0.647140395
-152.0660649	0.5744716
-154.0660649	0.50375185
-156.0660649	0.437170529
-158.0660649	0.375176934
-160.0660649	0.317191245
-162.0660649	0.262597247
-164.0660649	0.211549936
-166.0660649	0.163849136
-168.0660649	0.120190755
-170.0660649	0.081322786
-172.0660649	0.049026729
-174.0660649	0.025001881
-176.0660649	0.009499874
-178.0660649	0.002019327
